Response ID,What year were you born?,What is your gender?,Which of the following best describes your industry?,Which of the following best describes your industry? (Detailed),Which of the following best describes your current occupation?,Which of the following best describes your current occupation? (Detailed),How many people are currently employed by your organisation?,Do you manage people as part of your current occupation?,Which of the following best describes your household?,How long have you been in your current job?,Metro / Regional,"Thinking about your current job, how much of your time did you spend remote working last year?","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - My organisation encouraged people to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - My organisation was well prepared for me to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - It was common for people in my organisation to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - It was easy to get permission to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others",How much of your time would you have preferred to work remotely last year?,"Thinking about your current job, how much of your time did you spend remote working in the last 3 months?","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - My organisation encouraged people to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - My organisation was well prepared for me to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - It was common for people in my organisation to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - It was easy to get permission to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others",How much of your time would you have preferred to work remotely in the last 3 months?,"Imagine that COVID-19 is cured or eradicated. Going forward, how much of your time would you prefer to work remotely?",Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - My employer would encourage more remote working,Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - My employer would make changes to support remote working,Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - I would have more choice about whether I work remotely,"This question is about your productivity. Productivity means what you produce for each hour that you work. It includes the amount of work you achieve each hour, and the quality of your work each hour.  
Please compare your productivity when you work remotely to when you work at your employer痴 workplace.  
Roughly how productive are you, each hour, when you work remotely?","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Working","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Personal and family time","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Caring and domestic responsibilities","On a day when you do remote work, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you do remote work, how many hours would you spend doing the following activities? - Working","On a day when you do remote work, how many hours would you spend doing the following activities? - Personal and family time","On a day when you do remote work, how many hours would you spend doing the following activities? - Caring and domestic responsibilities","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing ; My daily expenses ; My personal relationships ; My job satisfaction
11,1980,Female,Administrative and Support Services,Administrative Services,Clerical and administrative ,General Clerical ,More than 200,No,Single person,Between 6 and 12 months,Metro,Rarely or never ,NA,NA,NA,NA,NA,NA,70%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,70%,Somewhat agree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,3,8,3,2,0.5,8,5,2,Connectivity (internet connection),Caring responsibilities,Connectivity (internet connection),Lack of motivation,Connectivity (internet connection),I have tasks that can't be done remotely,Connectivity (internet connection),"My living situation (e.g. location, home size, who I live with)","IT equipment (computer, printer, etc.)",Caring responsibilities,"IT equipment (computer, printer, etc.)",Caring responsibilities,"IT equipment (computer, printer, etc.)",Caring responsibilities,Lack of remote working skills,Lack of motivation,Cyber security,Management discourages remote working,Cyber security,Management discourages remote working,Preparing for work and commuting,My on-the-job learning opportunities,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My daily expenses,My work-life balance,My on-the-job learning opportunities,My work-life balance,My on-the-job learning opportunities,My job satisfaction,My daily expenses
12,1989,Male,Financial and Insurance Services,Finance,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Couple with no dependent children,More than 5 years,Metro,Rarely or never ,NA,NA,NA,NA,NA,NA,40%,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,100% - All of my time,50% - About half of my time,Somewhat agree,Somewhat agree,Somewhat agree,I知 10% more productive when working remotely,2,10,3,2,0.5,12,4,2,"IT equipment (computer, printer, etc.)",Caring responsibilities,Connectivity (internet connection),Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Poor management,Connectivity (internet connection),Management discourages remote working,Cyber security,Caring responsibilities,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Caring responsibilities,"IT equipment (computer, printer, etc.)",Caring responsibilities,"My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely,Cyber security,Management discourages remote working,Lack of motivation,Management discourages remote working,The number of hours  I work,Preparing for work and commuting,Managing my personal commitments,Preparing for work and commuting,My personal relationships,Preparing for work and commuting,Managing my personal commitments,The number of hours  I work,My personal relationships,The number of hours  I work,My personal relationships,My opportunities to socialise
13,1994,Female,Financial and Insurance Services,Insurance and Superannuation Funds,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Single person,Between 6 and 12 months,Metro,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,50% - About half of my time,50% - About half of my time,Somewhat agree,Somewhat agree,Strongly agree,I知 10% less productive when working remotely,2,8,1,1,0,9,2,1,Connectivity (internet connection),Difficulty collaborating remotely,Connectivity (internet connection),Cyber security,Connectivity (internet connection),Poor management,Connectivity (internet connection),"My living situation (e.g. location, home size, who I live with)",Lack of motivation,Caring responsibilities,My organisation's software and systems,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Difficulty collaborating remotely,Caring responsibilities,Lack of remote working skills,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Lack of motivation,"My living situation (e.g. location, home size, who I live with)",Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,My daily expenses,My working relationships,My mental wellbeing,My opportunities to socialise,My daily expenses,My on-the-job learning opportunities,My daily expenses,My opportunities to socialise
14,1970,Female,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Managers,Specialist Managers,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,40%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,50% - About half of my time,80%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,80%,80%,Neither agree nor disagree,Somewhat agree,Somewhat agree,I知 50% more productive when working remotely (or more),1,12,4,1,0,13,5,1,Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Connectivity (internet connection),I have tasks that can't be done remotely,Connectivity (internet connection),Management discourages remote working,Connectivity (internet connection),Difficulty collaborating remotely,Lack of motivation,I have tasks that can't be done remotely,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Management discourages remote working,"My living situation (e.g. location, home size, who I live with)",Management discourages remote working,Lack of motivation,I have tasks that can't be done remotely,Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Preparing for work and commuting,My on-the-job learning opportunities,My mental wellbeing,My opportunities to socialise,My daily expenses,My working relationships,My work-life balance,My opportunities to socialise,My work-life balance,The number of hours  I work,My daily expenses,My opportunities to socialise
15,1962,Female,Construction,Heavy and Civil Engineering Construction,Clerical and administrative ,Personal Assistants and Secretaries,Between 5 and 19,No,Couple with dependent children,More than 5 years,Metro,40%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,50% - About half of my time,50% - I spent about half of my time remote working,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,50% - About half of my time,50% - About half of my time,Strongly agree,Somewhat agree,Strongly agree,My productivity is about same when I work remotely,1,5,3,2,0.5,5,4,2,Feeling left out and/or isolated,Caring responsibilities,Feeling left out and/or isolated,Poor management,Feeling left out and/or isolated,Poor management,Feeling left out and/or isolated,Poor management,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Management discourages remote working,Lack of motivation,Cyber security,Lack of motivation,Lack of motivation,Lack of remote working skills,The number of hours  I work,My working relationships,Managing my personal commitments,My working relationships,Managing my family responsibilities,My working relationships,My work-life balance,My opportunities to socialise,My work-life balance,My personal relationships,Managing my personal commitments,My opportunities to socialise
16,1959,Male,Health Care and Social Assistance,Hospitals,Professionals,ICT Professionals,More than 200,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,Rarely or never ,NA,NA,NA,NA,NA,NA,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,80%,80%,Somewhat agree,Somewhat agree,Strongly agree,My productivity is about same when I work remotely,2.5,8,4,1.5,0.5,9,6,2,Connectivity (internet connection),Feeling left out and/or isolated,Connectivity (internet connection),Lack of motivation,My organisation's software and systems,I have tasks that can't be done remotely,Connectivity (internet connection),"My living situation (e.g. location, home size, who I live with)",Lack of motivation,Lack of motivation,My organisation's software and systems,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Difficulty collaborating remotely,"My living situation (e.g. location, home size, who I live with)",Lack of remote working skills,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Lack of motivation,"My living situation (e.g. location, home size, who I live with)",Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Preparing for work and commuting,The number of hours  I work,Preparing for work and commuting,My opportunities to socialise,Preparing for work and commuting,My personal relationships,Managing my personal commitments,The number of hours  I work,My work-life balance,The number of hours  I work,My daily expenses,My opportunities to socialise
17,1971,Female,"Transport, Postal and Warehousing",Road Transport,Clerical and administrative ,Clerical and Office Support ,Between 1 and 4,No,Couple with no dependent children,More than 5 years,Metro,Rarely or never ,NA,NA,NA,NA,NA,NA,50% - About half of my time,80%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,100% - All of my time,50% - About half of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I知 50% more productive when working remotely (or more),0.5,8,2,2,0.25,9,2,2,"IT equipment (computer, printer, etc.)",Caring responsibilities,Cyber security,Feeling left out and/or isolated,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Feeling left out and/or isolated,Management discourages remote working,Feeling left out and/or isolated,Cyber security,Caring responsibilities,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Caring responsibilities,"IT equipment (computer, printer, etc.)",Caring responsibilities,"My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely,Cyber security,"My living situation (e.g. location, home size, who I live with)",Lack of motivation,Lack of remote working skills,Managing my family responsibilities,The number of hours  I work,Managing my personal commitments,My mental wellbeing,Managing my family responsibilities,My working relationships,Managing my personal commitments,My mental wellbeing,My daily expenses,The number of hours  I work,My daily expenses,My mental wellbeing
18,1960,Male,Financial and Insurance Services,Finance,Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,Less than 10% of my time,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,40%,10%,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,40%,40%,Somewhat disagree,Somewhat agree,Strongly agree,I知 30% less productive when working remotely,3,10,2,2,1,12,2,2,Feeling left out and/or isolated,Caring responsibilities,Feeling left out and/or isolated,Lack of motivation,Feeling left out and/or isolated,My organisation's software and systems,Feeling left out and/or isolated,Management discourages remote working,Difficulty collaborating remotely,Lack of motivation,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Management discourages remote working,Difficulty collaborating remotely,Lack of motivation,Lack of motivation,Lack of motivation,Lack of motivation,Management discourages remote working,Preparing for work and commuting,The number of hours  I work,Preparing for work and commuting,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My mental wellbeing,My daily expenses,The number of hours  I work,My daily expenses,My mental wellbeing
19,1966,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Sales ,Sales Representatives and Agents,Between 5 and 19,Yes,Couple with dependent children,Between 6 and 12 months,Metro,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,50% - About half of my time,30%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30%,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,I知 50% more productive when working remotely (or more),0.5,4,8,0.5,0,5,8,0.5,Feeling left out and/or isolated,"IT equipment (computer, printer, etc.)",Poor management,Cyber security,My organisation's software and systems,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Poor management,Feeling left out and/or isolated,Difficulty collaborating remotely,Cyber security,My organisation's software and systems,"IT equipment (computer, printer, etc.)",Difficulty collaborating remotely,Management discourages remote working,Lack of remote working skills,I have tasks that can't be done remotely,Lack of motivation,Cyber security,Cyber security,I have tasks that can't be done remotely,My work-life balance,My working relationships,My working relationships,My opportunities to socialise,My job satisfaction,My daily expenses,My work-life balance,My mental wellbeing,My work-life balance,The number of hours  I work,My job satisfaction,My personal relationships
20,1969,Male,Public Administration and Safety,Public Administration,Community and personal service ,Protective Service ,More than 200,No,Couple with dependent children,More than 5 years,Metro,40%,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,60%,10%,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,40%,40%,Strongly disagree,Strongly disagree,Somewhat disagree,I知 50% more productive when working remotely (or more),2,8,1,3,0.5,8,1.5,3,Poor management,Difficulty collaborating remotely,Poor management,Lack of motivation,Poor management,I have tasks that can't be done remotely,Poor management,"My living situation (e.g. location, home size, who I live with)","IT equipment (computer, printer, etc.)",Lack of motivation,"IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","My living situation (e.g. location, home size, who I live with)",Lack of remote working skills,I have tasks that can't be done remotely,I have tasks that can't be done remotely,"My living situation (e.g. location, home size, who I live with)",Management discourages remote working,"My living situation (e.g. location, home size, who I live with)",Managing my family responsibilities,My on-the-job learning opportunities,Preparing for work and commuting,My opportunities to socialise,Managing my family responsibilities,My personal relationships,Managing my personal commitments,My on-the-job learning opportunities,My work-life balance,My on-the-job learning opportunities,Managing my personal commitments,My personal relationships
